,Unnamed: 0,Video Id,Primary Label,Predicted Label (Child Directed or not),Response
298,298,25ypmxFrSYo,False,Not Child Directed,"The video shows a large rocket undergoing a static fire test. This is a technical process involving complex machinery and potentially hazardous materials. The subject matter is not typically of interest to children, and the visuals are not child-appealing.  Therefore, it does not meet the criteria for child-directed content."
299,299,2CeoFnb16l4,False,Not Child Directed,"The video thumbnail shows a romantic scene between two adults.  The title mentions adult actors and singers, and the song title ""Dard Karaara"" (meaning ""piercing pain"") suggests a theme of heartbreak or sorrow, which is not suitable for children. Therefore, it does not meet the criteria for child-directed content."
300,300,2_FSlYMM-YI,False,Not Child Directed,"The video discusses a football match and tactical changes, which are topics not typically of interest to children.  The thumbnail shows adult men, and the title uses terminology not suitable for children."
301,301,3bOGdhtEoJo,False,Not Child Directed,The video is a Bollywood song with mature themes and is not intended for children.  The title and thumbnail do not suggest child-directed content.
302,302,3NdXYZygETE,False,Not Child Directed,"The video's thumbnail shows a romantic couple, and the title includes the name of a singer.  These elements suggest that the content is not intended for children."
303,303,4dsFQFCvVGU,False,Not Child Directed,"The video features adult actors, a romantic song, and is not explicitly created for children.  The song itself is not a children's song, and the overall tone and style of the video are not suitable for a child audience."
304,304,4zGuf42lW_o,False,Not Child Directed,"The thumbnail shows two adults in what appears to be a courtroom setting. The title, ""What a Mess! | The People's Court,"" suggests a legal dispute, which is not a theme typically associated with child-directed content.  Courtroom dramas usually involve complex legal issues and adult themes, making it inappropriate for children."
305,305,4DkNCgUXbig,False,Not Child Directed,"The video features religious themes and characters, but the overall presentation and song are not explicitly designed for children. While the visuals might appeal to some children, the content is not primarily aimed at a child audience and does not include elements typically found in child-directed content."
306,306,5dfYi-CES-Q,False,Not Child Directed,"The video title, ""I’m Not Ashamed Of My Facial Deformity | BORN DIFFERENT,"" and the thumbnail suggest a mature theme of body image and self-acceptance, which is not typically suitable for children.  The topic of facial deformities is also likely too complex and potentially upsetting for a young audience."
307,307,5j_zzR-4Irk,False,Not Child Directed,"The video discusses a political race involving scandals.  This is a topic inappropriate for children. The thumbnail shows two adult men speaking, further indicating that the content is not intended for a child audience."
308,308,5NWNQfX7vdM,False,Not Child Directed,"The thumbnail shows two adults engaging in a serious discussion. The title mentions political figures and uses language like ""GUFF"" and ""LAUGHABLE,"" which is not appropriate for children.  The topic of the video is political commentary, which is not suitable for a child audience."
309,309,5txaRiJfQXM,False,Not Child Directed,"The video is a Bollywood song featuring adult actors and does not contain child-appealing elements.  The song itself is not a children's song, and the romantic context of the thumbnail suggests a mature theme."
310,310,637rWPgtUzc,False,Not Child Directed,"The video features a romantic subplot between a man and a woman, which is not appropriate for children.  The song title and visuals do not suggest a child-directed theme. Therefore, it does not meet the criteria for child-directed content."
311,311,6e6Hp6R5SVU,False,Not Child Directed,"The video appears to be a religious song associated with Chhath Puja, a Hindu festival.  The visuals include depictions of deities and traditional rituals, which are not typically considered child-directed content. While the song may have a rhythmic quality, it lacks the other characteristics of child-directed content such as cartoonish visuals, light-hearted themes, or simplified narratives."
312,312,7v6tVSwRY10,False,Not Child Directed,"The video is a cooking tutorial focused on preparing rhubarb in three different ways.  The content is instructional and culinary in nature, not designed for or appealing to children.  It lacks child-appealing elements such as cartoons, animation, or simplified language."
313,313,86dO4YyfY0A,False,Not Child Directed,"The video depicts a building engulfed in flames and smoke, which is not suitable for children.  The title mentions violence ('killed in Israeli airstrike'), making it inappropriate for a child audience."
314,314,8UVNT4wvIGY,False,Not Child Directed,The video contains adult themes and is not suitable for children.
315,315,8yVTJlvN-SU,False,Not Child Directed,"The video's title, ""Snoop Dogg, Tha Eastsidaz - Still Easty,"" and thumbnail suggest a hip-hop music video, which typically includes mature themes, language, and imagery unsuitable for children.  The presence of adult men, and what appears to be gang-related imagery, further supports this conclusion."
316,316,9c1NIrAqXe4,False,Not Child Directed,"The video features two adult singers performing a song.  There are no child-appealing elements present in the thumbnail or title. The title mentions ""Coke Studio Bangla,"" which is not typically associated with children's programming."
317,317,9gIJtMgFasM,False,Not Child Directed,"The thumbnail shows three adult individuals engaged in a discussion. The title, ""A New Era of Conservatives Is Here,"" suggests a political commentary, which is not suitable for children.  The content is not designed for children, nor does it contain child-appealing elements. Therefore, it does not meet the criteria for child-directed content."
318,318,aEc_DGgC2Vg,False,Not Child Directed,"The title ""The Horrific Birth of Dracula"" and the thumbnail showing a bloody scene suggest mature themes and violence, making it inappropriate for children.  The presence of Gary Oldman, known for adult roles, further reinforces this conclusion."
319,319,AeOZB95DOhA,False,Not Child Directed,"The video is a Bengali music video featuring adult actors and a romantic theme.  The song title translates to ""In Tears"" which is not a child-friendly topic. The thumbnail shows the actors in a serious and emotional scene, which is not suitable for children. Therefore, it does not meet the criteria for child-directed content."
