Unnamed: 0,Video Id,Primary Label,Predicted Label,Response
43,ugw0Crfqfls,Child Directed,Child Directed,"The video showcases a collection of Doraemon-themed toys, which are colorful, cartoonish, and clearly designed to appeal to children.  The toys are simple and non-violent, fitting the criteria for child-directed content."
44,uL9DAMCUeXY,Child Directed,Child Directed,"The video features cartoonish dinosaur toys and colorful eggs, appealing to children. The playful and light-hearted nature of the video, along with the lack of mature themes or complex dialogue, further supports its classification as child-directed."
45,V0HgTcRaERI,Child Directed,Child Directed,"The video features Barbie dolls engaged in a playful cooking activity.  The visuals are colorful and cartoonish, appealing to children. The overall tone is light-hearted and whimsical, lacking mature themes or complex dialogue.  The simple actions and child-like characters make it suitable for a young audience."
46,vX-qFvw5Um8,Child Directed,Child Directed,"This video features two young girls participating in a ""24-hour challenge"" where they live like babies.  The video uses bright colors, features child-like activities (drinking from a bottle, using a pacifier), and has a playful tone.  The overall presentation and content are clearly aimed at a young audience."
47,WfvS2ujt5hU,Child Directed,Child Directed,"The video shows a collection of green toys, including cars, a bus, a motorcycle, a bicycle, a guitar, and a Ben 10 themed CD.  The visuals are colorful and cartoonish, appealing to children. The content is light-hearted and does not contain any mature themes, violence, or complex dialogue. Therefore, it meets the criteria for child-directed content."
48,XGONxERAa9w,Child Directed,Child Directed,"This animated clip features cartoonish characters and a light-hearted portrayal of school life, making it suitable for children. The visuals are colorful and appealing to younger audiences, and there is no mature content present."
49,xnAVUMw3EqM,Child Directed,Child Directed,"This video is an animated telling of Cinderella in Bengali.  It features bright colors, cartoonish characters, and a simple narrative typical of children's stories. The target audience is clearly children."
50,xNIb89HUcXw,Child Directed,Child Directed,"The video shows two young girls playing in a river. The girls are clearly children, and the video has a light-hearted and playful tone.  The visuals are bright and colorful, and the overall content is suitable for a young audience. The spoken language is unclear."
51,xP991MbPZcg,Child Directed,Not Child Directed,"The video features a character with exaggerated features and unsettling expressions, which may frighten young children.  The overall tone and visuals are not suitable for a child audience."
52,XP9addIo0fU,Child Directed,Child Directed,"The video features toy dinosaurs, which are commonly appealing to children.  The visuals are colorful and the overall tone is light-hearted and playful, making it suitable for a young audience."
53,xxiL9WpODDc,Child Directed,Child Directed,"The video uses bright colors, cartoonish elements, and features children as the main characters.  The theme is light-hearted, comparing expectations and reality in a humorous way suitable for children. The video also includes rhythmic elements. Therefore, it meets the criteria for child-directed content."
54,Y0tg4L9DcHk,Child Directed,Child Directed,"The video is an animated story, uses cartoonish visuals, and features a whimsical theme, making it suitable for children."
55,YHmzYZxlwKs,Child Directed,Child Directed,"This video is an animated cartoon featuring elves and a shoemaker.  It has bright colors, simple animation, and a whimsical theme, all of which are appealing to children. The story is also simple and easy to follow. The language used is Hindi."
56,YO6bsec5Fhc,Child Directed,Child Directed,"The video features a cartoonish cat character in a colorful, animated environment. The gameplay is simple and non-violent, making it suitable for children.  The overall tone and visuals are light-hearted and playful, aligning with the criteria for child-directed content."
57,yP1gaOov2nk,Child Directed,Child Directed,"This video is a clip from the movie Up, which is an animated movie suitable for family viewing and contains child-appealing elements such as colorful visuals, whimsical themes, and light-hearted portrayals of conflict.  The presence of mild peril is presented appropriately for a children's movie. There is no mature content, violence, or adult humor."
58,yT7WVCNahaA,Child Directed,Child Directed,"The video shows a collection of Doraemon toys. Doraemon is a popular cartoon character aimed at children. The toys are colorful and cartoonish, appealing to a child audience.  The video itself does not contain any mature themes, violence, or complex dialogue. Therefore, it is considered child-directed."
