,Video Id,Primary Label,Predicted Label,Response,Languages,Unnamed: 0
476,Rcl5omP9slA,irrelevant,inappropriate,"The video contains skeletons, which are considered scary elements according to the provided definition. Therefore, the video is inappropriate for children under 9.",[],401.0
477,TA-hCkhysbE,irrelevant,appropriate,"This is an advertisement for a toilet cleaner. The video shows a man in a bathroom setting, and then shows the product being used in a toilet. There is no violence, sexual content, or other inappropriate material present. The language used is simple and appropriate for all ages. Therefore, this video is appropriate for children under 9.",['English'],402.0
478,0do7UojnECU,irrelevant,appropriate,"The video is an advertisement for tire storage. It shows a woman selecting tires from a rack and close-ups of tires. The audio is a voiceover in Swedish, providing information about the service and directing viewers to a website. There is no violence, sexual content, or other inappropriate material present. Therefore, it is appropriate for children under 9.",['Swedish'],403.0
479,so9E513lLFw,irrelevant,inappropriate,"The video shows a couple traveling and enjoying their time together. There are scenes of them walking hand-in-hand, dancing together, and lying close to each other on a beach. While there is no explicit sexual content, the overall tone and imagery suggest intimacy and romance, which is not appropriate for children under 9.  The audio contains a song, which adds to the romantic atmosphere. Therefore, the video is inappropriate for children under 9.",['French'],404.0
480,4zb7Uzn5kiw,irrelevant,appropriate,"The advertisement shows scenic views of France and promotes Bouygues Telecom's 4G and 5G network. There is no violence, sexual content, or other inappropriate material present. The advertisement is suitable for children under 9.",['French'],405.0
481,UKToKw5fLyA,irrelevant,inappropriate,"The video contains symbols associated with communism (hammer and sickle), which may be confusing or inappropriate for young children.  Additionally, the video includes a character with a distressed expression, which could be upsetting to some children. The overall style and content are not suitable for children under 9.",['English'],406.0
482,juv7jiH6Buk,irrelevant,appropriate,"The video is an advertisement for bicycles. It shows a person riding a bicycle in a park and close-ups of the bicycle. There is no violence, sexual content, or other inappropriate material. The only audio is the sound of the bicycle and nature. Therefore, the video is appropriate for children under 9.",['Swedish'],407.0
483,IkyTgjWS484,irrelevant,appropriate,"The video shows scenes of people in various settings, such as homes, rooftops, and nature. There is no violence, sexual content, or other inappropriate material present. The music is upbeat and the overall tone is positive. Therefore, the video is appropriate for children under 9.","['Turkish', 'French']",408.0
484,IxzkXzmNxCM,irrelevant,inappropriate,The video shows a naked man. This is inappropriate for children under 9.,['Swedish'],409.0
485,xOTa1wsic7c,irrelevant,inappropriate,"The video shows adults consuming food and alcohol.  There is also a scene where someone appears to be spitting food.  While there is no overt violence or sexual content, the combination of alcohol consumption and the implied messy eating habits makes it inappropriate for children under 9.",['English'],410.0
486,GhltKtmm3fw,irrelevant,appropriate,"This is an advertisement for Marriott Bonvoy. It shows diverse people enjoying various travel experiences, such as walking on a beach, hiking, and enjoying drinks at a rooftop bar. There is no violence, sexual content, or other inappropriate material present.  The overall tone is positive and promotes travel and leisure. Therefore, it is appropriate for children under 9.",['English'],411.0
487,_5RG1BhYtz4,irrelevant,appropriate,"The video shows beautiful scenery of the Philippines, including islands, a city, and rice paddies.  There is no violence, sexual content, or other inappropriate material present. The audio is mostly background music, with some narration in English describing facts about the Philippines.  Therefore, it is appropriate for children under 9.",['English'],412.0
488,YAxQiXIQVRg,irrelevant,appropriate,"The video is an advertisement for a portable power station. It shows the device in different environments, highlighting its durability and features. There is no violence, sexual content, or other inappropriate material present. The only text is the product name and some specifications, along with a tagline.  Therefore, it is appropriate for children under 9.",['French'],413.0
